subzone_code,subzone_name,planning_area,latitude,longitude,Total_Total,volunteers_count,hdb_ratio,elderly_ratio,low_income_ratio,AED_count,risk_score,risk_score_normalized,normalized_risk_score,population_density_proxy,normalized_density,area_weight,current_aeds,optimized_aeds,current_coverage_effect,optimized_coverage_effect,coverage_improvement
BKSZ07,BUKIT BATOK CENTRAL,BUKIT BATOK,1.3479944652936149,103.75041327602172,27290.0,0,0.0,0.199,0.13,10,100.00645,0.015221701,0.015221701,27290.0,0.20835242021682698,0.20835242021682698,10,28,0.03171478243166896,0.08880139080867308,0.05708660837700412
SGSZ07,UPPER PAYA LEBAR,SERANGOON,1.3465667919059645,103.87704726246186,16920.0,0,1.0,0.199,0.13,6,60.001633,0.009132472,0.009132472,16920.0,0.12918002748511223,0.12918002748511223,6,11,0.007078397903802107,0.012977062823637198,0.0058986649198350906
HGSZ08,TAI SENG,HOUGANG,1.3437712144760867,103.8876193790896,13830.0,0,1.0,0.199,0.13,24,240.03865,0.03653634,0.03653634,13830.0,0.10558863948694457,0.10558863948694457,24,34,0.09258773837837837,0.1311659627027027,0.038578224324324326
TSSZ01,TENGEH,TUAS,1.337639170805056,103.65179366608812,0.0,0,0.8,0.199,0.13,26,259.99002,0.03957319,0.03957319,0.0,0.0,0.0,26,2,0.0,0.0,0.0
JESZ01,YUHUA WEST,JURONG EAST,1.3470099287799815,103.73197209869473,19160.0,0,0.0,0.199,0.13,3,29.99866,0.0045656464,0.0045656464,19160.0,0.14628187509543442,0.14628187509543442,3,6,0.0020036139492441594,0.004007227898488319,0.0020036139492441594
TPSZ03,BRADDELL,TOA PAYOH,1.3405389649613233,103.8495968905182,9810.0,0,1.0,0.199,0.13,23,229.97618,0.03500471,0.03500471,9810.0,0.07489693082913422,0.07489693082913422,23,23,0.06030014290196977,0.06030014290196977,0.0
TPSZ10,BIDADARI,TOA PAYOH,1.3411039355423922,103.874944712625,0.0,0,1.0,0.199,0.13,7,70.00132,0.010654548,0.010654548,0.0,0.0,0.0,7,2,0.0,0.0,0.0
TPSZ08,WOODLEIGH,TOA PAYOH,1.3400358962445793,103.8663000048399,2450.0,0,1.0,0.199,0.13,9,90.005585,0.013699445,0.013699445,2450.0,0.01870514582378989,0.01870514582378989,9,3,0.0023062510478699034,0.0007687503492899678,-0.0015375006985799355
JWSZ04,TAMAN JURONG,JURONG WEST,1.3345100380139086,103.721196983089,39920.0,0,1.0,0.199,0.13,13,130.00125,0.019787282,0.019787282,39920.0,0.30477935562681324,0.30477935562681324,13,53,0.07839981574835853,0.31963001805100016,0.24123020230264164
JESZ04,LAKESIDE (LEISURE),JURONG EAST,1.336246924107684,103.72847876002486,1070.0,0,0.0,0.199,0.13,23,229.99506,0.03500758,0.03500758,1070.0,0.00816918613528783,0.00816918613528783,23,3,0.00657761905481753,0.0008579503114979386,-0.0057196687433195914
TPSZ01,TOA PAYOH WEST,TOA PAYOH,1.3399225703175424,103.84179372301662,14360.0,0,1.0,0.199,0.13,9,90.00194,0.01369889,0.01369889,14360.0,0.10963505878760116,0.10963505878760116,9,14,0.013516907494273936,0.021026300546648342,0.0075093930523744065
BDSZ01,KAKI BUKIT,BEDOK,1.3355792095388053,103.90956464292366,37150.0,0,1.0,0.199,0.13,25,249.94952,0.0380449,0.0380449,37150.0,0.2836310887158345,0.2836310887158345,25,94,0.26976791017712626,1.0143273422659949,0.7445594320888687
JESZ02,YUHUA EAST,JURONG EAST,1.3404130171783215,103.73883666796638,24770.0,0,0.0,0.199,0.13,12,120.00387,0.018265557,0.018265557,24770.0,0.18911284165521453,0.18911284165521453,12,30,0.041451016664223544,0.10362754166055888,0.06217652499633533
BKSZ09,BUKIT BATOK SOUTH,BUKIT BATOK,1.3410397550087978,103.75812606641416,14930.0,0,0.0,0.199,0.13,14,139.99182,0.021307971,0.021307971,14930.0,0.11398686822415637,0.11398686822415637,14,22,0.03400360435501603,0.05343423541502519,0.01943063106000916
JWSZ09,JURONG WEST CENTRAL,JURONG WEST,1.34013951552678,103.7020987055076,63760.0,0,1.0,0.199,0.13,16,159.98679,0.024351453,0.024351453,63760.0,0.4867918766223851,0.4867918766223851,16,103,0.18966543206962894,1.2209712189482362,1.0313057868786073
BDSZ02,BEDOK RESERVOIR,BEDOK,1.3400407242512038,103.92632946411044,25470.0,0,1.0,0.199,0.13,24,239.98604,0.036528334,0.036528334,25470.0,0.1944571690334402,0.1944571690334402,24,62,0.1704767140595511,0.4403981779871736,0.2699214639276225
YSSZ05,LOWER SELETAR,YISHUN,1.409055850395713,103.8462370960546,18660.0,0,0.0,0.199,0.13,57,569.9209,0.08674852,0.08674852,18660.0,0.14246449839670178,0.14246449839670178,57,108,0.7044393101420064,1.3347271139532753,0.6302878038112688
PGSZ01,NORTHSHORE,PUNGGOL,1.416190725666271,103.90677370928309,460.0,0,1.0,0.199,0.13,38,379.87894,0.057821773,0.057821773,460.0,0.0035119865628340206,0.0035119865628340206,38,2,0.007716633012979082,0.00040613857963047795,-0.007310494433348604
MDSZ03,MANDAI ESTATE,MANDAI,1.4265616755249158,103.82507577772586,2090.0,0,0.0,0.199,0.13,2,20.000746,0.0030438397,0.0030438397,2090.0,0.0159566346007024,0.0159566346007024,2,1,9.71388757520232e-05,4.85694378760116e-05,-4.85694378760116e-05
YSSZ01,YISHUN CENTRAL,YISHUN,1.4267052463079255,103.83765941163202,2620.0,0,0.0,0.199,0.13,1,10.002281,0.0015219492,0.0015219492,2620.0,0.020003053901358987,0.020003053901358987,1,1,3.0443631882730188e-05,3.0443631882730188e-05,0.0
PRSZ03,PASIR RIS CENTRAL,PASIR RIS,1.3720645500275812,103.94793935838524,32240.0,0,0.919789081885856,0.199,0.13,7,70.00477,0.0106550725,0.0106550725,32240.0,0.24614444953428005,0.24614444953428005,7,23,0.018358808686822416,0.06032179997098794,0.04196299128416552
BKSZ01,GOMBAK,BUKIT BATOK,1.3692921821184452,103.75747560540589,9930.0,0,0.0,0.199,0.13,16,159.99191,0.024352234,0.024352234,9930.0,0.07581310123683005,0.07581310123683005,16,17,0.029539494105359596,0.03138571248694457,0.0018462183815849756
PLSZ01,PAYA LEBAR NORTH,PAYA LEBAR,1.3731643342618265,103.92580019017248,30.0,0,0.0,0.199,0.13,9,89.99228,0.01369742,0.01369742,30.0,0.00022904260192395785,0.00022904260192395785,9,2,2.823563444800733e-05,6.274585432890518e-06,-2.1961049015116813e-05
HGSZ03,HOUGANG EAST,HOUGANG,1.3763227267431128,103.89736884348844,24920.0,0,1.0,0.199,0.13,9,90.00194,0.01369889,0.01369889,24920.0,0.19025805466483434,0.19025805466483434,9,23,0.023456917462207974,0.05994545573675371,0.036488538274545734
HGSZ10,LORONG HALUS,HOUGANG,1.369621684813709,103.90403835744694,0.0,0,1.0,0.199,0.13,7,70.00132,0.010654548,0.010654548,0.0,0.0,0.0,7,2,0.0,0.0,0.0
HGSZ02,KANGKAR,HOUGANG,1.3696209586177954,103.89821728461484,32290.0,0,1.0,0.199,0.13,18,179.98416,0.027395302,0.027395302,32290.0,0.2465261872041533,0.2465261872041533,18,59,0.12156586828859368,0.39846590161261264,0.27690003332401897
CHSZ02,CHANGI WEST,CHANGI,1.3682819347455926,103.97783482894128,1300.0,0,0.0,0.199,0.13,38,380.15497,0.057863787,0.057863787,1300.0,0.00992517941670484,0.00992517941670484,38,5,0.021823721772789736,0.0028715423385249654,-0.01895217943426477
QTSZ02,HOLLAND DRIVE,QUEENSTOWN,1.3086145105548306,103.79461594726676,12680.0,0,1.0,0.199,0.13,9,90.005585,0.013699445,0.013699445,12680.0,0.09680867307985952,0.09680867307985952,9,12,0.011936025831424646,0.015914701108566194,0.0039786752771415485
HGSZ04,HOUGANG WEST,HOUGANG,1.37356005816862,103.8858780214234,45460.0,0,1.0,0.199,0.13,12,120.002304,0.018265318,0.018265318,45460.0,0.3470758894487708,0.3470758894487708,12,55,0.07607341789097571,0.34866983200030544,0.2725964141093297
PLSZ03,PAYA LEBAR WEST,PAYA LEBAR,1.372527654796822,103.9109392939452,0.0,0,0.8,0.199,0.13,9,90.00108,0.01369876,0.01369876,0.0,0.0,0.0,9,2,0.0,0.0,0.0
BPSZ04,BANGKIT,BUKIT PANJANG,1.3771109378904378,103.77429337580732,22270.0,0,0.0,0.199,0.13,4,39.997135,0.006087539,0.006087539,22270.0,0.1700259581615514,0.1700259581615514,4,9,0.004140158605283249,0.009315356861887312,0.005175198256604062
SESZ01,LORONG HALUS NORTH,SENGKANG,1.3816782386957944,103.91076865154724,0.0,0,1.0,0.199,0.13,6,60.00123,0.00913241,0.00913241,0.0,0.0,0.0,6,2,0.0,0.0,0.0
CKSZ04,PENG SIANG,CHOA CHU KANG,1.3793425069843497,103.73862952878794,34720.0,0,1.0,0.199,0.13,7,70.00112,0.010654517,0.010654517,34720.0,0.26507863795999387,0.26507863795999387,7,25,0.0197699939813712,0.07060712136204,0.050837127380668805
PRSZ02,PASIR RIS WEST,PASIR RIS,1.3792860468144006,103.93981218816111,35790.0,0,0.8285554624196703,0.199,0.13,38,379.9602,0.05783414,0.05783414,35790.0,0.2732478240952817,0.2732478240952817,38,138,0.600516010710032,2.1808213020522214,1.5803052913421893
AMSZ09,YIO CHU KANG WEST,ANG MO KIO,1.3812816754752972,103.84006236246168,24150.0,0,1.0,0.199,0.13,10,100.000496,0.015220795,0.015220795,24150.0,0.18437929454878607,0.18437929454878607,10,25,0.028063994445716906,0.07015998611429226,0.04209599166857536
CHSZ01,CHANGI POINT,CHANGI,1.3903064171558863,103.98252404142843,540.0,0,0.0,0.199,0.13,16,159.98169,0.024350677,0.024350677,540.0,0.004122766834631242,0.004122766834631242,16,1,0.0016062746165826846,0.00010039216353641779,-0.0015058824530462668
SESZ03,SENGKANG TOWN CENTRE,SENGKANG,1.3916152059872269,103.89768455966691,61790.0,0,1.0,0.199,0.13,11,110.0093,0.01674426,0.01674426,61790.0,0.4717514124293785,0.4717514124293785,11,69,0.0868904113559322,0.5450398530508475,0.4581494416949152
SESZ04,ANCHORVALE,SENGKANG,1.3944356296935974,103.88918935546252,48120.0,0,1.0,0.199,0.13,11,110.00174,0.016743109,0.016743109,48120.0,0.3673843334860284,0.3673843334860284,11,54,0.06766271534493815,0.33216242078424185,0.2644997054393037
SESZ07,SENGKANG WEST,SENGKANG,1.3955292585194436,103.863158609492,10.0,0,1.0,0.199,0.13,23,229.97179,0.03500404,0.03500404,10.0,7.634753397465261e-05,7.634753397465261e-05,23,2,6.146685906245228e-05,5.344944266300198e-06,-5.612191479615208e-05
SESZ06,FERNVALE,SENGKANG,1.3951703225152925,103.8765052469368,58800.0,0,1.0,0.199,0.13,22,219.9901,0.0334847,0.0334847,58800.0,0.4489234997709574,0.4489234997709574,22,131,0.3307055116811727,1.9692010013742558,1.6384954896930832
PGSZ04,PUNGGOL FIELD,PUNGGOL,1.3947234360686551,103.91126044880212,48960.0,0,1.0,0.199,0.13,15,150.00018,0.02283137,0.02283137,48960.0,0.3737975263398992,0.3737975263398992,15,75,0.12801464443426477,0.6400732221713238,0.512058577737059
CKSZ06,YEW TEE,CHOA CHU KANG,1.4006827822362349,103.74793637475932,40390.0,0,1.0,0.199,0.13,13,130.00648,0.019788079,0.019788079,40390.0,0.30836768972362194,0.30836768972362194,13,53,0.07932605466888075,0.32340622288082155,0.24408016821194078
PRSZ01,PASIR RIS WAFER FAB PARK,PASIR RIS,1.3888407401653788,103.92868004425836,10.0,0,1.0,0.199,0.13,67,669.98517,0.101979546,0.101979546,10.0,7.634753397465261e-05,7.634753397465261e-05,67,2,0.0005216544191479615,1.5571773705909298e-05,-0.0005060826454420523
HGSZ05,TRAFALGAR,HOUGANG,1.3810656999132205,103.88140598487529,49200.0,0,1.0,0.199,0.13,19,190.00847,0.028921125,0.028921125,49200.0,0.3756298671552909,0.3756298671552909,19,95,0.20640912849289966,1.0320456424644984,0.8256365139715987
CKSZ01,TECK WHYE,CHOA CHU KANG,1.3815935321076782,103.75487063841146,24320.0,0,1.0,0.199,0.13,6,60.004505,0.009132909,0.009132909,24320.0,0.18567720262635518,0.18567720262635518,6,15,0.010174637969766377,0.025436594924415943,0.015261956954649566
CKSZ03,CHOA CHU KANG CENTRAL,CHOA CHU KANG,1.3850043023002103,103.74763693903658,22530.0,0,1.0,0.199,0.13,5,50.00715,0.007611187,0.007611187,22530.0,0.17201099404489234,0.17201099404489234,5,12,0.00654603920865781,0.015710494100778745,0.009164454892120935
BPSZ03,FAJAR,BUKIT PANJANG,1.3847849727606332,103.77114573954192,27820.0,0,0.0,0.199,0.13,5,49.994953,0.007609331,0.007609331,27820.0,0.2123988395174836,0.2123988395174836,5,15,0.008081065369522064,0.024243196108566196,0.01616213073904413
BPSZ01,SENJA,BUKIT PANJANG,1.3861165334463454,103.76051545375846,20170.0,0,0.0,0.199,0.13,3,29.998474,0.004565618,0.004565618,20170.0,0.15399297602687434,0.15399297602687434,3,7,0.0021092193096655977,0.004921511722553062,0.002812292412887464
BPSZ02,SAUJANA,BUKIT PANJANG,1.3862188017591266,103.7662552671834,25920.0,0,0.0,0.199,0.13,6,59.99589,0.009131598,0.009131598,25920.0,0.19789280806229959,0.19789280806229959,6,16,0.010842465421896473,0.02891324112505726,0.018070775703160784
SGSZ01,SELETAR HILLS,SERANGOON,1.3834751909404217,103.86635885918552,14700.0,0,1.0,0.199,0.13,27,270.01675,0.041099384,0.041099384,14700.0,0.11223087494273935,0.11223087494273935,27,41,0.12454073530004581,0.18911741286303252,0.06457667756298671
SESZ05,COMPASSVALE,SENGKANG,1.3849026594422504,103.88996704421318,20960.0,0,1.0,0.199,0.13,13,129.99457,0.019786265,0.019786265,20960.0,0.1600244312108719,0.1600244312108719,13,28,0.04116171543136357,0.08865600246755231,0.04749428703618874
AMSZ12,YIO CHU KANG EAST,ANG MO KIO,1.3834703885933706,103.85339606458112,4200.0,0,1.0,0.199,0.13,12,119.99852,0.018264743,0.018264743,4200.0,0.0320659642693541,0.0320659642693541,12,6,0.007028119157123224,0.003514059578561612,-0.003514059578561612
AMSZ10,YIO CHU KANG,ANG MO KIO,1.3855809499123442,103.84629172704618,20.0,0,1.0,0.199,0.13,3,30.006866,0.0045668953,0.0045668953,20.0,0.00015269506794930523,0.00015269506794930523,3,2,2.0920271644525882e-06,1.3946847763017254e-06,-6.973423881508628e-07
PRSZ06,LOYANG WEST,PASIR RIS,1.3770083072783856,103.9707356852154,220.0,0,1.0,0.199,0.13,14,139.99149,0.021307921,0.021307921,220.0,0.0016796457474423576,0.0016796457474423576,14,1,0.0005010566245228279,3.578975889448771e-05,-0.0004652668656283402
AMSZ08,TAGORE,ANG MO KIO,1.386805517441942,103.82833841029569,7950.0,0,1.0,0.199,0.13,36,359.90524,0.054781526,0.054781526,7950.0,0.06069628950984883,0.06069628950984883,36,29,0.11970127302794319,0.09642602549473202,-0.02327524753321117
PRSZ04,PASIR RIS PARK,PASIR RIS,1.3799972272940846,103.9548937377897,7620.0,0,1.0,0.199,0.13,10,100.00031,0.015220767,0.015220767,7620.0,0.058176820888685296,0.058176820888685296,10,8,0.008854958355474118,0.007083966684379294,-0.0017709916710948242
CKSZ05,CHOA CHU KANG NORTH,CHOA CHU KANG,1.3924321408992235,103.74658390410336,31930.0,0,1.0,0.199,0.13,19,190.0162,0.028922305,0.028922305,31930.0,0.2437776759810658,0.2437776759810658,19,62,0.13396163364139563,0.4371379624087647,0.30317632876736905
SESZ02,RIVERVALE,SENGKANG,1.3876127378748302,103.90500354667653,59700.0,0,1.0,0.199,0.13,21,209.99156,0.0319628,0.0319628,59700.0,0.4557947778286761,0.4557947778286761,21,127,0.30593802382043056,1.850196620247366,1.5442585964269355
AMSZ11,YIO CHU KANG NORTH,ANG MO KIO,1.3937001966533522,103.84685765414244,0.0,0,1.0,0.199,0.13,17,170.01917,0.025878506,0.025878506,0.0,0.0,0.0,17,2,0.0,0.0,0.0
JWSZ08,YUNNAN,JURONG WEST,1.3445542824221377,103.69487869779782,67500.0,0,1.0,0.199,0.13,14,140.00166,0.021309469,0.021309469,67500.0,0.5153458543289052,0.5153458543289052,14,96,0.15374445109940452,1.054247664681631,0.9005032135822265
SGSZ05,LORONG CHUAN,SERANGOON,1.3484712121681226,103.86322059948034,8490.0,0,1.0,0.199,0.13,12,119.99852,0.018264743,0.018264743,8490.0,0.06481905634448007,0.06481905634448007,12,11,0.014206840867613375,0.013022937461978927,-0.001183903405634448
JWSZ03,HONG KAH,JURONG WEST,1.349894512593749,103.72106957567703,53890.0,0,1.0,0.199,0.13,8,80.01385,0.012178578,0.012178578,53890.0,0.411436860589403,0.411436860589403,8,44,0.040085727190105364,0.2204714995455795,0.18038577235547415
SLSZ04,SELETAR,SELETAR,1.4089950842134469,103.88158652893787,280.0,0,0.0,0.199,0.13,28,280.00577,0.042619836,0.042619836,280.0,0.002137730951290273,0.002137730951290273,28,1,0.002551072791571232,9.110974255611543e-05,-0.0024599630490151165
SKSZ04,PANG SUA,SUNGEI KADUT,1.4126204735165562,103.74827249398513,20.0,0,0.0,0.199,0.13,18,180.0218,0.027401032,0.027401032,20.0,0.00015269506794930523,0.00015269506794930523,18,2,7.531204397617956e-05,8.368004886242173e-06,-6.694403908993738e-05
SLSZ01,SELETAR AEROSPACE PARK,SELETAR,1.4123542067026713,103.86648037319792,20.0,0,0.0,0.199,0.13,22,220.01903,0.033489104,0.033489104,20.0,0.00015269506794930523,0.00015269506794930523,22,2,0.00011249966223850968,1.02272420216827e-05,-0.00010227242021682698
YSSZ08,KHATIB,YISHUN,1.4179994264687403,103.82865163230818,10250.0,0,0.0,0.199,0.13,7,69.99146,0.010653047,0.010653047,10250.0,0.07825622232401894,0.07825622232401894,7,8,0.005835670501221561,0.006669337715681784,0.0008336672144602228
MDSZ01,MANDAI WEST,MANDAI,1.418319234575064,103.78433627163936,0.0,0,0.8,0.199,0.13,70,699.98486,0.10654587,0.10654587,0.0,0.0,0.0,70,2,0.0,0.0,0.0
PGSZ07,CONEY ISLAND,PUNGGOL,1.4083288437387032,103.92253213134494,0.0,0,1.0,0.199,0.13,9,89.99997,0.013698591,0.013698591,0.0,0.0,0.0,9,2,0.0,0.0,0.0
YSSZ04,YISHUN SOUTH,YISHUN,1.418460517217909,103.83781644442058,42240.0,0,0.0,0.199,0.13,9,90.003334,0.013699103,0.013699103,42240.0,0.32249198350893266,0.32249198350893266,9,39,0.039760658088868535,0.17229618505176364,0.1325355269628951
SKSZ05,RESERVOIR VIEW,SUNGEI KADUT,1.4317423131596538,103.74675859387416,20.0,0,0.0,0.199,0.13,52,520.0485,0.07915732,0.07915732,20.0,0.00015269506794930523,0.00015269506794930523,52,2,0.0006285204825164148,2.4173864712169795e-05,-0.000604346617804245
WDSZ03,WOODLANDS EAST,WOODLANDS,1.4412498779937306,103.8019273073558,98980.0,0,0.7377045867852091,0.199,0.13,40,399.93793,0.060875,0.060875,98980.0,0.7556878912811116,0.7556878912811116,40,400,1.8401000152695068,18.401000152695065,16.56090013742556
SBSZ03,SEMBAWANG CENTRAL,SEMBAWANG,1.4463728057600895,103.81776763949766,34800.0,0,0.0,0.199,0.13,4,39.993477,0.006086982,0.006086982,34800.0,0.2656894182317911,0.2656894182317911,4,15,0.006468986825469538,0.024258700595510763,0.017789713770041224
WDSZ07,GREENWOOD PARK,WOODLANDS,1.4472946499878292,103.78486957071792,40.0,0,1.0,0.199,0.13,8,80.002914,0.012176915,0.012176915,40.0,0.00030539013589861045,0.00030539013589861045,8,2,2.9749677813406625e-05,7.437419453351656e-06,-2.2312258360054968e-05
SBSZ01,SEMBAWANG EAST,SEMBAWANG,1.4475010728064204,103.83142199489508,17340.0,0,0.0,0.199,0.13,11,109.99835,0.016742593,0.016742593,17340.0,0.13238662391204764,0.13238662391204764,11,20,0.024381448990838297,0.04432990725606963,0.019948458265231336
WDSZ08,SENOKO WEST,WOODLANDS,1.4511716671875827,103.79666957884191,20.0,0,1.0,0.199,0.13,6,60.004208,0.009132864,0.009132864,20.0,0.00015269506794930523,0.00015269506794930523,6,2,8.367259734310582e-06,2.789086578103527e-06,-5.5781731562070545e-06
PGSZ03,MATILDA,PUNGGOL,1.4027066094408274,103.89702089241332,52200.0,0,1.0,0.199,0.13,7,70.01139,0.01065608,0.01065608,52200.0,0.3985341273476867,0.3985341273476867,7,37,0.02972768080622996,0.15713202711864407,0.12740434631241412
PGSZ05,WATERWAY EAST,PUNGGOL,1.4012449813374233,103.9147590578205,50580.0,0,1.0,0.199,0.13,10,100.01143,0.015222459,0.015222459,50580.0,0.38616582684379297,0.38616582684379297,10,51,0.05878393466330738,0.29979806678286763,0.24101413211956024
SKSZ03,GALI BATU,SUNGEI KADUT,1.3999884347462062,103.76291533825156,30.0,0,0.0,0.199,0.13,69,690.006,0.10502696,0.10502696,30.0,0.00022904260192395785,0.00022904260192395785,69,1,0.0016598397251488778,2.4055648190563445e-05,-0.0016357840769583142
KLSZ09,CRAWFORD,KALLANG,1.304519631753244,103.86293992118114,8380.0,0,1.0,0.199,0.13,1,10.008786,0.0015229393,0.0015229393,8380.0,0.0639792334707589,0.0639792334707589,1,1,9.743648903649413e-05,9.743648903649413e-05,0.0
TSSZ04,TUAS BAY,TUAS,1.3123195359407314,103.64319961828448,10.0,0,0.0,0.199,0.13,52,519.96985,0.07914535,0.07914535,10.0,7.634753397465261e-05,7.634753397465261e-05,52,2,0.0003142127194991602,1.2085104596121546e-05,-0.00030212761490303866
TSSZ05,TUAS VIEW,TUAS,1.3016210357844185,103.63138178903893,10.0,0,0.0,0.199,0.13,32,320.05902,0.048716437,0.048716437,10.0,7.634753397465261e-05,7.634753397465261e-05,32,2,0.00011902015452740875,7.438759657963047e-06,-0.00011158139486944571
WCSZ03,BAHAR,WESTERN WATER CATCHMENT,1.3598480998694655,103.69925625645864,0.0,0,0.8,0.199,0.13,3,30.002808,0.004566278,0.004566278,0.0,0.0,0.0,3,2,0.0,0.0,0.0
WCSZ02,CLEANTECH,WESTERN WATER CATCHMENT,1.3531004130797304,103.69283970533012,0.0,0,0.8,0.199,0.13,3,30.002808,0.004566278,0.004566278,0.0,0.0,0.0,3,2,0.0,0.0,0.0
JESZ05,LAKESIDE (BUSINESS),JURONG EAST,1.329630008768179,103.7374818544886,0.0,0,0.8,0.199,0.13,9,90.00108,0.01369876,0.01369876,0.0,0.0,0.0,9,2,0.0,0.0,0.0
THSZ03,PARK,TENGAH,1.3649204759552889,103.73382956533972,0.0,0,0.8,0.199,0.13,7,70.00027,0.010654387,0.010654387,0.0,0.0,0.0,7,2,0.0,0.0,0.0
THSZ04,BRICKLAND,TENGAH,1.3687061270166407,103.74241249740828,0.0,0,0.8,0.199,0.13,4,40.001606,0.006088219,0.006088219,0.0,0.0,0.0,4,2,0.0,0.0,0.0
THSZ01,FOREST HILL,TENGAH,1.3726243079438751,103.73166559924462,10.0,0,0.0,0.199,0.13,6,59.989464,0.0091306195,0.0091306195,10.0,7.634753397465261e-05,7.634753397465261e-05,6,2,4.182601694915254e-06,1.3942005649717512e-06,-2.788401129943503e-06
THSZ06,PLANTATION,TENGAH,1.3537107649139792,103.73423607407436,0.0,0,0.8,0.199,0.13,8,79.9986,0.012176258,0.012176258,0.0,0.0,0.0,8,2,0.0,0.0,0.0
THSZ05,GARDEN,TENGAH,1.3587169621853403,103.72842161505471,0.0,0,0.8,0.199,0.13,7,70.00027,0.010654387,0.010654387,0.0,0.0,0.0,7,2,0.0,0.0,0.0
PLSZ04,AIRPORT ROAD,PAYA LEBAR,1.3514711826402668,103.89732639680658,0.0,0,0.8,0.199,0.13,7,70.00027,0.010654387,0.010654387,0.0,0.0,0.0,7,2,0.0,0.0,0.0
WDSZ09,NORTH COAST,WOODLANDS,1.45065482376202,103.7807246067226,12100.0,0,1.0,0.199,0.13,18,179.98416,0.027395302,0.027395302,12100.0,0.09238051610932967,0.09238051610932967,18,22,0.045554258479157124,0.055677427030080925,0.010123168550923801
YSSZ06,SPRINGLEAF,YISHUN,1.4014091097478547,103.82406069330108,4370.0,0,0.0,0.199,0.13,13,130.00003,0.019787097,0.019787097,4370.0,0.033363872346923194,0.033363872346923194,13,6,0.00858226431951443,0.003961045070545121,-0.004621219248969309
PGSZ02,PUNGGOL TOWN CENTRE,PUNGGOL,1.4090193911578357,103.90164783514574,22260.0,0,1.0,0.199,0.13,10,100.000496,0.015220795,0.015220795,22260.0,0.16994961062757674,0.16994961062757674,10,23,0.02586768183692167,0.059495668224919834,0.03362798638799816
PGSZ06,PUNGGOL CANAL,PUNGGOL,1.406590207967502,103.9179359529217,0.0,0,1.0,0.199,0.13,8,79.99965,0.012176418,0.012176418,0.0,0.0,0.0,8,2,0.0,0.0,0.0
CCSZ01,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,1.37665108437462,103.80119639919684,0.0,0,0.8,0.199,0.13,326,3259.9585,0.49620566,0.49620566,0.0,0.0,0.0,326,2,0.0,0.0,0.0
SBSZ06,SEMBAWANG STRAITS,SEMBAWANG,1.458673964566777,103.83648595989108,1910.0,0,0.0,0.199,0.13,8,79.989845,0.012174926,0.012174926,1910.0,0.01458237898915865,0.01458237898915865,8,2,0.0014203150807756912,0.0003550787701939228,-0.0010652363105817684
SBSZ07,THE WHARVES,SEMBAWANG,1.4644122700831288,103.8238388813832,0.0,0,0.8,0.199,0.13,10,99.99372,0.015219764,0.015219764,0.0,0.0,0.0,10,2,0.0,0.0,0.0
SBSZ08,SENOKO NORTH,SEMBAWANG,1.4637774915966903,103.80335790902878,10.0,0,0.0,0.199,0.13,14,139.9875,0.021307314,0.021307314,10.0,7.634753397465261e-05,7.634753397465261e-05,14,2,2.277465231333028e-05,3.253521759047183e-06,-1.9521130554283098e-05
CHSZ03,CHANGI AIRPORT,CHANGI,1.3467777731813526,104.00093976173667,10.0,0,0.0,0.199,0.13,166,1659.9916,0.25267082,0.25267082,10.0,7.634753397465261e-05,7.634753397465261e-05,166,1,0.003202271806382654,1.9290794014353338e-05,-0.0031829810123683005
OTSZ02,PEOPLE'S PARK,OUTRAM,1.282339454877469,103.84080505423324,290.0,0,0.0,0.199,0.13,1,10.002281,0.0015219492,0.0015219492,290.0,0.002214078485264926,0.002214078485264926,1,2,3.3697149793861656e-06,6.739429958772331e-06,3.3697149793861656e-06
MPSZ01,MOUNTBATTEN,MARINE PARADE,1.3016671007000031,103.89127766789208,9980.0,0,0.7870741482965932,0.199,0.13,10,99.99685,0.01522024,0.01522024,9980.0,0.07619483890670331,0.07619483890670331,10,11,0.011597037349213619,0.01275674108413498,0.0011597037349213614
GLSZ04,ALJUNIED,GEYLANG,1.3144439615875263,103.8835734427831,39990.0,0,0.8578644661165291,0.199,0.13,33,319.97614,0.048703823,0.048703823,39990.0,0.3053137883646358,0.3053137883646358,33,129,0.4907083073630325,1.918223383328218,1.4275150759651856
SLSZ03,PULAU PUNGGOL TIMOR,SELETAR,1.4190406113618852,103.89108750030816,0.0,0,0.8,0.199,0.13,11,109.99245,0.016741695,0.016741695,0.0,0.0,0.0,11,2,0.0,0.0,0.0
SKSZ02,TURF CLUB,SUNGEI KADUT,1.4187806620711323,103.76353958144666,670.0,0,0.0,0.199,0.13,16,159.99242,0.02435231,0.02435231,670.0,0.0051152847763017255,0.0051152847763017255,16,2,0.0019931040097724844,0.00024913800122156054,-0.0017439660085509239
WDSZ04,WOODLANDS SOUTH,WOODLANDS,1.42950431374738,103.79386651012976,41000.0,0,1.0,0.199,0.13,14,139.98453,0.021306861,0.021306861,41000.0,0.31302488929607575,0.31302488929607575,14,58,0.09337408928080623,0.3868355127347687,0.2934614234539624
