subzone_code,subzone_name,planning_area,latitude,longitude,Total_Total,volunteers_count,hdb_ratio,elderly_ratio,low_income_ratio,AED_count,area_sq_km,area_sq_m,population_density
YSSZ09,YISHUN WEST,YISHUN,1.4311390462017437,103.83101158891166,53910.0,0,0.0,0.199,0.13,6,1.5177673892179813,1517767.3892179814,35519.2767896909
WDSZ01,WOODLANDS REGIONAL CENTRE,WOODLANDS,1.4386019845905504,103.78453565333486,10.0,0,1.0,0.199,0.13,6,0.5956521439235027,595652.1439235028,16.788322013131644
NESZ01,NORTH-EASTERN ISLANDS,NORTH-EASTERN ISLANDS,1.4016414063852154,104.03482291117656,50.0,0,0.0,0.199,0.13,121,67.25052413232692,67250524.13232692,0.7434886291981374
SMSZ03,SIMPANG SOUTH,SIMPANG,1.4344660460980738,103.85639359630376,0.0,0,0.8,0.199,0.13,13,2.147082066608071,2147082.0666080713,0.0
YSSZ02,NORTHLAND,YISHUN,1.4380947136210638,103.83799650329428,28000.0,0,0.0,0.199,0.13,15,1.511000363122864,1511000.363122864,18530.76986833473
WDSZ02,MIDVIEW,WOODLANDS,1.4398884999003645,103.79153165821884,35270.0,0,1.0,0.199,0.13,4,0.9364155261292714,936415.5261292714,37664.903043407045
WDSZ06,WOODLANDS WEST,WOODLANDS,1.4374636490043402,103.77565199317502,33910.0,0,1.0,0.199,0.13,14,1.648629908727254,1648629.908727254,20568.59445560987
SBSZ02,SEMBAWANG SPRINGS,SEMBAWANG,1.4409557864528628,103.8250228336302,9090.0,0,0.0,0.199,0.13,15,1.0993947204099475,1099394.7204099474,8268.185967466243
SKSZ01,KRANJI,SUNGEI KADUT,1.4343280230810591,103.75933587077202,10.0,0,0.0,0.199,0.13,35,3.6520310328755925,3652031.0328755924,2.7382023619131313
PLSZ05,PLAB,PAYA LEBAR,1.3575213138424054,103.91141206549396,0.0,0,0.8,0.199,0.13,60,7.054259455777243,7054259.455777243,0.0
MDSZ02,MANDAI EAST,MANDAI,1.4267814977221402,103.8130039080276,0.0,0,0.8,0.199,0.13,68,7.235755062802267,7235755.062802266,0.0
YSSZ07,NEE SOON,YISHUN,1.4075164723581255,103.81464337419798,890.0,0,0.0,0.199,0.13,47,2.2067499336607805,2206749.9336607805,403.3080442982399
BSSZ01,UPPER THOMSON,BISHAN,1.3576512921889832,103.832301064889,29390.0,0,0.0,0.199,0.13,28,3.8495069717373993,3849506.971737399,7634.743933645976
AMSZ05,SHANGRI-LA,ANG MO KIO,1.3679721768285331,103.83839287906925,15960.0,0,1.0,0.199,0.13,4,0.6879136651801596,687913.6651801596,23200.585782549024
AMSZ04,TOWNSVILLE,ANG MO KIO,1.3653546962396943,103.84847255683056,21140.0,0,1.0,0.199,0.13,10,0.5463938262446543,546393.8262446543,38690.041842702514
BSSZ02,MARYMOUNT,BISHAN,1.35436002668161,103.844888415435,29620.0,0,0.0,0.199,0.13,10,1.9641445922062613,1964144.5922062614,15080.356159893909
TSSZ06,TUAS VIEW EXTENSION,TUAS,1.2523841787299017,103.62760625869268,10.0,0,0.0,0.199,0.13,179,27.710219072151343,27710219.072151344,0.36087769547985854
